NO_REGIAO,NO_UF,NO_MUNICIPIO,NO_ENTIDADE,IN_INTERNET_ALUNOS,QT_TABLET_ALUNO,IN_LABORATORIO_INFORMATICA,IN_BIBLIOTECA,IN_ALIMENTACAO,IN_REFEITORIO,IN_AGUA_POTAVEL,IN_ENERGIA_REDE_PUBLICA,IN_ESGOTO_REDE_PUBLICA,IN_BANHEIRO,IN_QUADRA_ESPORTES
Sudeste,São Paulo,Adamantina,HELEN KELLER,Sim,3.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,DURVALINO GRION PROF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,EUDECIO LUIZ VICENTE PROF ETEC,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,HERVAL BELLUSCI ENGENHEIRO ETEC,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Adamantina,FLEURIDES CAVALLINI MENECHINO PROFA,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,SONHO DE CRIANCA EMEI CICLO I,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,EULALIA PASCHOAL BRIGHENTI PROFA EMEI CICLO II,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,EURICO LEITE DE MORAIS PROF EMEF,Não,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,TERUYO KIKUTA PROFA EMEF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,EUNICE MARIS PROFA EMEI CICLO II,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,DOMINGOS LATINE EMEI CICLO II,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,ESCOLA DE EDUCACAO ESPECIAL VIDA,Sim,6.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,SAINT GEORGE SCHOOL,Não,0.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,ADAMANTINENSE COLEGIO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,NAVARRO DE ANDRADE EMEF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,RAIO DE SOL EMEI CICLO I,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,PEQUENO POLEGAR EMEI CICLO I,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,CRIANCA FELIZ EMEI CICLO I,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,PEQUENO PRINCIPE EMEI CICLO I,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,CANTINHO DA CRIANCA EMEI CICLO I,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,VILLA LOBOS INSTITUTO DE ENSINO ARTISTICO,Não,0.0,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,CRISTA DE ENSINO ESCOLA,Sim,0.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,ADAMANTINA CENTRO DE RECREACAO INFANTIL DE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adamantina,ESCOLA MUNICIPAL DE ED INFANTIL MONTEIRO LOBATO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CECILIA MEIRELES,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adamantina,ESCOLA CHAMPAGNAT UNIDADE ADAMANTINA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adolfo,CRECHE ESCOLA BARBARA ROMANO DE OLIVEIRA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adolfo,ODILA BOVOLENTA DE MENDONCA PROFESSORA,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adolfo,PINGO DE GENTE CRECHE CENTRO DE EDUCACAO INFANTIL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Adolfo,RUTH DOS REIS PROFA ESCOLA MUNICIPAL,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Adolfo,AMILDE TEDESCHI ESCOLA MUNICIPAL,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,CRECHE ESCOLA DOUTOR LUIZ JOSE MASSUIA BETITO,Sim,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,CRECHE MUNICIPAL LAURA SORENSE MARTUCCI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,JOSE THEODORO DE MORAES,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,GERALDO LOURENCO PADRE,Sim,1.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,EGLE LUPORINI COSTA PROFESSORA,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOAQUIM GIRALDI PROFESSOR ESCOLA MUNICIPAL,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,AGUAI COLEGIO EXTERNATO,Sim,0.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOSE ALONSO CELIA ESCOLA EDUCACAO ESPECIAL E PROFISSSIONAL,Sim,3.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,DELTHA DE AGUAI COLEGIO EEB EIFM,Sim,0.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOSE LEGASPE MUINHA EMEF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,LUIZ CARLOS SIMON PROFESSOR EMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOAO SILVA EMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Aguaí,ZULMIRA MORAES LEGASPE MAMEDE EMEF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,RUBENS LEME ASPRINO EMEB,Sim,3.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,CHAPEUZINHO VERMELHO EMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,CLARICE MOTTA MORO EMEB,Sim,1.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,LEONOR CONTI ELIAS PROFESSORA EMEIF,Sim,2.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOSE CASTELO CAPITAO EMEB,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,HILDA AVERSI CASTELO PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,ANGELO SYLVIO SELBERE EMEB,Sim,3.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOSE DE OLIVEIRA JOSE DEMETRIO EM,Sim,2.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,JOAO DE OLIVEIRA BORGES EMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Aguaí,ARNALDO PEREIRA CHEREGATTI ETEC,Sim,0.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,CEL JTO A EE GERALDO LOURENCO PADRE,Sim,0.0,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,MARIA TEREZINHA GONCALVES ALONSO GRILLO DRA CEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,MARGARIDA PUSTIGLIONE DE CAMARGO DONA CRECHE,Sim,30.0,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Não
Sudeste,São Paulo,Aguaí,CONJUNTO HABITACIONAL DONA DOSANJOS MACEDO,Sim,1.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,CRECHE ESCOLA MUNICIPAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas da Prata,TIMOTHEO SILVA PROFESSOR,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,JOAO URIAS DA SILVA CAPITAO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,JOSE MARCELLO DE ALMEIDA PROFESSOR DOUTOR EMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,FELIPPE URTADO SERRATO EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,GABRIELA LOYOLLA DE ANDRADE PROFA EMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Águas da Prata,AUREA SOARES PROFESSORA EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas da Prata,JARDIM MONEDA CRECHE MUNICIPAL DO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,CRECHE MUNICIPAL PAULINO FORMAGIO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,FRANCISCO TOZZI DR,Sim,1.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,VICENTE RIZZO DR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,EULOGIO EMILIO MARTINEZ DR EMEI,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,MIRELLA DE GODOI SOARES EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,MARIA JOSE SOUZA VOVO LILI EMEI,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,JOSE ALVES MORAES EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,COLEGIO ANGLO AGUAS,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,RAIO DE SOL ESCOLA DE EDUCACAO ESPECIAL,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,GERALDO MANTOVANI DR EMEIEF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,LUIZ BARBOSA EM,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,IVAN GALVAO DE FRANCA PROF EMEIEF,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,PEDRO FACCHINI COMENDADOR EM,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Lindóia,LETICIA DA SILVA SAMBO CRECHE MUNICIPAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,CRECHE MUNICIPAL MANUELLA PINHEIRO LEITE SANTOS,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,LYDIA RANGO D ARAGONA CRECHE MUNICIPAL,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,JOSE PEDRO RICCILUCA CENTRO EDUCACIONAL DE ARTE E CULTURA,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,PEQUENO LAR DA SAGRADA FAMILIA CRECHE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,SANTA IGNES CRECHE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Lindóia,CREUSA APARECIDA MARIANO PROFA EMEF,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Santa Bárbara,PAULO DELICIO,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de Santa Bárbara,AMELIA MENEZES CUSTODIO CRECHE MUNICIPAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Santa Bárbara,MIRIAN EPHIGENIA VON ZUBEN PROFA EM,Sim,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de Santa Bárbara,PAULO APARECIDO SILVERIO EMEF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de São Pedro,ANGELO FRANZIN,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Águas de São Pedro,NUCLEO PROM SOCIAL ATENDIMENTO A 1 INFANCIA,Sim,20.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de São Pedro,SENAC HOTEL ESCOLA GRANDE HOTEL SAO PEDRO,Sim,1.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Águas de São Pedro,MARIA LUIZA FORNASIER FRANZIN EMEF,Sim,85.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,MANOEL GONCALVES PROF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,COLEGIO FAAG FOR KIDS,Sim,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,JOAO BATISTA DE AQUINO PE,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,MARIA BATAGLIN DELAZARI,Sim,1.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,JOAO BATISTA RIBEIRO,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,FARID FAYAD PROF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,CLELIA NAPOLEONE CREMA EMEFEI,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,LYDIA THIEDE PROFA EMEFEI E CRECHE,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,MARIA LECTICIA SORMANI COGO PROFA EMEI CRECHE,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,SILVIA MARIA AMATO TRIGO PROFA EMEFEI,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,THEREZA YVONETI PERNI PROFA EMEI CRECHE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,PILAR SILVA PADILHA EMEI CRECHE,Sim,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,SESI 114 CENTRO EDUCACIONAL,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,INSTITUTO NOSSA SENHORA DO SAGRADO CORACAO,Sim,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,ANTONIO TRAVAIN EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,MAXIMO COLEGIO E UEEI TIA ZI,Sim,8.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,SERGIO AUGUSTO MAININI PROFESSOR EMEFEI,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,LEITE CORONEL EMEF,Sim,0.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,LUIZ ODASSI NETO PROF EMEF,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Agudos,FAUSTO DE MARCO PROF EMEF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,MARIA DE NAZARE CRECHE E ESCOLA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,JOSE OCTAVIANI FILHO VEREADOR EMEFEI,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,FAAG COLEGIO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,NEUSA FRANCO SZELPAL MILARE CRECHE ESCOLA,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,FORKIDS COLEGIO EDUCACIONAL,Não,15.0,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,ALBA RAMOS BARBOSA CONDI PROFESSORA CRECHE BERCARIO,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,DIOMIRA NAPOLEONE PASCHOAL UNIDADE INFANTIL,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,EMEI PROFA ANESIA BALBINA SANT ANNA BIGARELLI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,SEBASTIAO FUNCHAL EMEFEI CRECHE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Agudos,NILZA MARIA SANTAREM PASCHOAL PROFA,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alambari,EDUARDO SOARES PROF,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alambari,LUCIANO JOSE RAMOS EMEIF,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alambari,JEFFERSON DE JESUS ARRUDA DE OLIVEIRA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alambari,TIAGO DE JESUS MARTINS EMEIEF,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Alambari,JOSE GRACA EMEIEF,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alambari,NIVALDO LAZARO DO CARMO CUBAS EMEF,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alambari,GABRIEL BRICOLA MATHEUS ESCOLA MUN DE EDUC INFANTIL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alfredo Marcondes,FILOMENA SCATENA CHRISTOFANO,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alfredo Marcondes,ROSANGELA LIMA DA SILVA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alfredo Marcondes,ALEIDE ESTEVES FARIA MUNDO ENCANTADO CRECHE MUN,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altair,OVIDIO DE SOUZA DIAS,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altair,MARIA DE QUADROS DO PRADO CRECHE MUNICIPAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altair,MARIA BAPTISTA DE CASTRO PROFESSORA EMEF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altair,RITA DIAS FERRAZ BATISTA PROFA PEM,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altinópolis,EMEI PROFESSORA EDINA DE PAULA HYSSA LUIZ,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altinópolis,ANTONIO BARREIROS PROFESSOR,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,MONTEIRO LOBATO CENTRO COMUNITARIO EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altinópolis,CARLOS DRUMOND DE ANDRADE COLEGIO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,APAE DE ALTINOPOLIS CENTRO DE EDUCACAO ESPECIAL,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,DINAMICA ESCOLA,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,ALAYDE DE FIGUEIREDO PALMA CANASSA EMEFEI,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,EMIRENA VIEIRA DA FONSECA FIGUEIREDO EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altinópolis,CARMEM MIGUEL VICARI EMEF,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Altinópolis,GERALDO TROSSEL PADRE EMEF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,JOAQUIM DA CUNHA CORONEL EMEF,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,ERMELINDA ROSALINA SAMMARCO DE FIGUEIREDO EMEFEI,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Altinópolis,ANA LUCIA FELIPE PENTEADO FERREIRA EMEFEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Altinópolis,EMEI PROFESSORA AMARILIS CALIL JARDIM,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alto Alegre,CRECHE ESCOLA LOURDES BORTOLONE MERLO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alto Alegre,DIOGO GARCIA MARTINS EXPEDICIONARIO,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alto Alegre,MUNDO ENCANTADO EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alto Alegre,EMEF PROFESSOR SUSSUMI IVAMA,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alumínio,JOAO SABBI CRECHE MUNICIPAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alumínio,CRECHE MUNICIPAL VEREADOR PAULO SIMOES,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alumínio,HONORINA RIOS DE CARVALHO MELLO,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Alumínio,VICENTE BOTTI ESCOLA MUNICIPAL,Sim,20.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alumínio,JOSE JOAQUIM DA SILVA ESCOLA MUNICIPAL,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Alumínio,SESI 192 CENTRO EDUCACIONAL,Sim,1.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
