Unnamed: 0,Municipio,Total Abandono Escolar,Região,UF,Acesso à internet para alunos,Quantidade de tablets para alunos,Acesso ao Laboratório de informática,Acesso à Biblioteca,Acesso à Alimentação,Acesso ao Refeitório,Acesso à Água potável,Acesso à Energia elétrica da rede pública,Acesso à Esgoto da rede pública,Acesso ao Banheiro,Acesso à Quadra de esportes
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"1,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"2,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Não,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"8,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"11,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"9,0",Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"20,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"28,0",Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"6,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"2,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"4,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"1,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"2,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
108,CAMPINAS,"3,28",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"2,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"7,0",Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"2,0",Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"10,0",Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Não,"0,0",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
109,CAMPO LIMPO PAULISTA,"0,41",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
111,CAMPOS NOVOS PAULISTA,"3,6",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
111,CAMPOS NOVOS PAULISTA,"3,6",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
111,CAMPOS NOVOS PAULISTA,"3,6",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
111,CAMPOS NOVOS PAULISTA,"3,6",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
113,CANAS,"2,78",Sudeste,São Paulo,Sim,"5,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
113,CANAS,"2,78",Sudeste,São Paulo,Não,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
113,CANAS,"2,78",Sudeste,São Paulo,Sim,"0,0",Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
113,CANAS,"2,78",Sudeste,São Paulo,Sim,"0,0",Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
