Município,Percentual
Adamantina,46.2,38.5,15.4,80.8,73.1,100.0,100.0,96.2,100.0,42.3
Adolfo,40.0,60.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0
Aguaí,70.4,44.4,11.1,88.9,63.0,100.0,96.3,96.3,100.0,70.4
Agudos,66.7,40.0,20.0,80.0,70.0,100.0,100.0,100.0,100.0,50.0
Alambari,42.9,28.6,14.3,100.0,100.0,100.0,100.0,85.7,100.0,14.3
Alfredo Marcondes,33.3,33.3,0.0,100.0,66.7,100.0,100.0,100.0,100.0,33.3
Altair,50.0,25.0,0.0,100.0,50.0,100.0,100.0,100.0,100.0,50.0
Altinópolis,61.5,61.5,38.5,84.6,76.9,100.0,100.0,92.3,100.0,61.5
Alto Alegre,50.0,0.0,0.0,100.0,75.0,100.0,100.0,100.0,100.0,50.0
Alumínio,75.0,62.5,12.5,87.5,75.0,100.0,100.0,87.5,100.0,43.8
Alvinlândia,75.0,25.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0
Americana,50.9,33.3,17.6,62.4,69.1,98.8,100.0,99.4,100.0,39.4
Amparo,46.7,45.0,10.0,80.0,73.3,98.3,100.0,90.0,100.0,55.0
Américo Brasiliense,47.6,47.6,14.3,90.5,47.6,100.0,100.0,100.0,100.0,33.3
Américo de Campos,100.0,80.0,40.0,100.0,80.0,100.0,100.0,100.0,100.0,40.0
Analândia,100.0,33.3,66.7,100.0,66.7,100.0,100.0,100.0,100.0,33.3
Andradina,46.0,44.0,18.0,84.0,76.0,100.0,96.0,94.0,100.0,48.0
Angatuba,56.2,68.8,12.5,93.8,68.8,93.8,100.0,81.2,100.0,68.8
Anhembi,42.9,57.1,0.0,100.0,85.7,100.0,100.0,100.0,100.0,71.4
Anhumas,50.0,75.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0
Aparecida,42.9,40.0,17.1,88.6,54.3,100.0,100.0,100.0,100.0,48.6
Aparecida d'Oeste,100.0,66.7,0.0,100.0,66.7,100.0,100.0,100.0,100.0,66.7
Apiaí,82.1,46.4,14.3,92.9,46.4,100.0,100.0,75.0,96.4,50.0
Aramina,50.0,50.0,0.0,100.0,50.0,100.0,100.0,100.0,100.0,50.0
Arandu,50.0,50.0,0.0,100.0,33.3,100.0,100.0,100.0,100.0,33.3
Arapeí,66.7,0.0,0.0,100.0,33.3,100.0,100.0,100.0,100.0,66.7
Araraquara,72.4,44.2,37.4,71.2,69.3,100.0,100.0,99.4,99.4,52.1
Araras,58.4,50.6,20.2,79.8,79.8,100.0,98.9,98.9,100.0,57.3
Araçariguama,56.5,21.7,8.7,95.7,43.5,100.0,100.0,82.6,95.7,34.8
Araçatuba,75.7,48.0,16.9,68.9,69.6,100.0,100.0,98.0,98.6,50.0
Araçoiaba da Serra,50.0,36.7,6.7,90.0,50.0,100.0,100.0,56.7,100.0,50.0
Arco-Íris,100.0,33.3,0.0,100.0,66.7,100.0,100.0,100.0,100.0,66.7
Arealva,100.0,22.2,33.3,100.0,55.6,100.0,100.0,100.0,100.0,22.2
Areias,60.0,60.0,20.0,100.0,60.0,100.0,80.0,80.0,100.0,60.0
Areiópolis,66.7,44.4,0.0,100.0,77.8,100.0,100.0,100.0,100.0,33.3
Ariranha,66.7,66.7,0.0,100.0,66.7,100.0,100.0,100.0,100.0,66.7
Artur Nogueira,40.5,37.8,35.1,91.9,78.4,100.0,100.0,97.3,100.0,45.9
Arujá,51.9,44.3,20.3,78.5,65.8,98.7,100.0,93.7,100.0,59.5
Aspásia,100.0,50.0,0.0,100.0,50.0,100.0,100.0,100.0,100.0,50.0
Assis,61.8,52.9,19.1,72.1,67.6,100.0,98.5,100.0,97.1,69.1
Atibaia,53.2,30.6,23.4,70.2,70.2,99.2,100.0,78.2,99.2,57.3
Auriflama,50.0,58.3,8.3,83.3,33.3,100.0,100.0,100.0,100.0,41.7
Avanhandava,40.0,50.0,0.0,90.0,80.0,100.0,100.0,100.0,100.0,40.0
Avaré,53.2,48.1,15.6,71.4,58.4,100.0,100.0,97.4,96.1,51.9
