ano,unidade_geografica,regiao,localizacao,dependencia_administrativa,grupo_de_abandono,taxa_abandono,renda_media
2015,Ceará,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,2.1,1963
2015,Ceará,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,2.1,1963
2015,Ceará,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,6.8,1963
2015,Ceará,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.1,1963
2015,Ceará,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,1963
2015,Rio Grande do Norte,Nordeste,Total,Total,7º Ano do Ensino Fundamental,5.4,2199
2015,Rio Grande do Norte,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,6.4,2199
2015,Rio Grande do Norte,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,6.1,2199
2015,Rio Grande do Norte,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,6.6,2199
2015,Rio Grande do Norte,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.3,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,5.2,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,6.4,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,6.1,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,6.6,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.2,2199
2015,Rio Grande do Norte,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,6.1,2199
2015,Rio Grande do Norte,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,6.2,2199
2015,Rio Grande do Norte,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,5.9,2199
2015,Rio Grande do Norte,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,6.2,2199
2015,Rio Grande do Norte,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2199
2015,Paraíba,Nordeste,Total,Total,7º Ano do Ensino Fundamental,6.5,2076
2015,Paraíba,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,7.7,2076
2015,Paraíba,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,9.2,2076
2015,Paraíba,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,6.8,2076
2015,Paraíba,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.4,2076
2015,Paraíba,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,6.2,2076
2015,Paraíba,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,7.5,2076
2015,Paraíba,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,9.0,2076
2015,Paraíba,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,6.6,2076
2015,Paraíba,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.4,2076
2015,Paraíba,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,8.7,2076
2015,Paraíba,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,8.8,2076
2015,Paraíba,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,10.3,2076
2015,Paraíba,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,8.2,2076
2015,Paraíba,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2076
2015,Pernambuco,Nordeste,Total,Total,7º Ano do Ensino Fundamental,3.6,2344
2015,Pernambuco,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,4.4,2344
2015,Pernambuco,Nordeste,Total,Federal,7º Ano do Ensino Fundamental,0.0,2344
2015,Pernambuco,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,1.6,2344
2015,Pernambuco,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,5.6,2344
2015,Pernambuco,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.4,2344
2015,Pernambuco,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,3.4,2344
2015,Pernambuco,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,4.4,2344
2015,Pernambuco,Nordeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,2344
2015,Pernambuco,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,1.5,2344
2015,Pernambuco,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,6.0,2344
2015,Pernambuco,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.3,2344
2015,Pernambuco,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,4.5,2344
2015,Pernambuco,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,4.5,2344
2015,Pernambuco,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,3.7,2344
2015,Pernambuco,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,4.6,2344
2015,Pernambuco,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,1.0,2344
2015,Alagoas,Nordeste,Total,Total,7º Ano do Ensino Fundamental,8.3,1883
2015,Alagoas,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,9.4,1883
2015,Alagoas,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,11.4,1883
2015,Alagoas,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,8.9,1883
2015,Alagoas,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.6,1883
2015,Alagoas,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,8.7,1883
2015,Alagoas,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,10.1,1883
2015,Alagoas,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,11.6,1883
2015,Alagoas,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,9.5,1883
2015,Alagoas,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.6,1883
2015,Alagoas,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,6.7,1883
2015,Alagoas,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,6.8,1883
2015,Alagoas,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,6.3,1883
2015,Alagoas,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,6.9,1883
2015,Alagoas,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,2.4,1883
2015,Sergipe,Nordeste,Total,Total,7º Ano do Ensino Fundamental,7.1,2152
2015,Sergipe,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,8.7,2152
2015,Sergipe,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,9.0,2152
2015,Sergipe,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,8.6,2152
2015,Sergipe,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.3,2152
2015,Sergipe,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,6.7,2152
2015,Sergipe,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,8.6,2152
2015,Sergipe,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,8.9,2152
2015,Sergipe,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,8.3,2152
2015,Sergipe,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.3,2152
2015,Sergipe,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,8.9,2152
2015,Sergipe,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,8.9,2152
2015,Sergipe,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,9.4,2152
2015,Sergipe,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,8.9,2152
2015,Sergipe,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2152
2015,Bahia,Nordeste,Total,Total,7º Ano do Ensino Fundamental,6.2,1932
2015,Bahia,Nordeste,Total,Pública,7º Ano do Ensino Fundamental,6.9,1932
2015,Bahia,Nordeste,Total,Federal,7º Ano do Ensino Fundamental,0.0,1932
2015,Bahia,Nordeste,Total,Estadual,7º Ano do Ensino Fundamental,5.2,1932
2015,Bahia,Nordeste,Total,Municipal,7º Ano do Ensino Fundamental,7.4,1932
2015,Bahia,Nordeste,Total,Privada,7º Ano do Ensino Fundamental,0.4,1932
2015,Bahia,Nordeste,Urbana,Total,7º Ano do Ensino Fundamental,6.0,1932
2015,Bahia,Nordeste,Urbana,Pública,7º Ano do Ensino Fundamental,6.9,1932
2015,Bahia,Nordeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,1932
2015,Bahia,Nordeste,Urbana,Estadual,7º Ano do Ensino Fundamental,5.2,1932
2015,Bahia,Nordeste,Urbana,Municipal,7º Ano do Ensino Fundamental,7.5,1932
2015,Bahia,Nordeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.4,1932
2015,Bahia,Nordeste,Rural,Total,7º Ano do Ensino Fundamental,7.1,1932
2015,Bahia,Nordeste,Rural,Pública,7º Ano do Ensino Fundamental,7.1,1932
2015,Bahia,Nordeste,Rural,Estadual,7º Ano do Ensino Fundamental,5.6,1932
2015,Bahia,Nordeste,Rural,Municipal,7º Ano do Ensino Fundamental,7.1,1932
2015,Bahia,Nordeste,Rural,Privada,7º Ano do Ensino Fundamental,0.7,1932
2015,Minas Gerais,Sudeste,Total,Total,7º Ano do Ensino Fundamental,2.2,2557
2015,Minas Gerais,Sudeste,Total,Pública,7º Ano do Ensino Fundamental,2.4,2557
2015,Minas Gerais,Sudeste,Total,Federal,7º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Total,Estadual,7º Ano do Ensino Fundamental,2.6,2557
2015,Minas Gerais,Sudeste,Total,Municipal,7º Ano do Ensino Fundamental,2.1,2557
2015,Minas Gerais,Sudeste,Total,Privada,7º Ano do Ensino Fundamental,0.1,2557
2015,Minas Gerais,Sudeste,Urbana,Total,7º Ano do Ensino Fundamental,2.2,2557
2015,Minas Gerais,Sudeste,Urbana,Pública,7º Ano do Ensino Fundamental,2.5,2557
2015,Minas Gerais,Sudeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Urbana,Estadual,7º Ano do Ensino Fundamental,2.6,2557
2015,Minas Gerais,Sudeste,Urbana,Municipal,7º Ano do Ensino Fundamental,2.0,2557
2015,Minas Gerais,Sudeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.1,2557
2015,Minas Gerais,Sudeste,Rural,Total,7º Ano do Ensino Fundamental,2.4,2557
2015,Minas Gerais,Sudeste,Rural,Pública,7º Ano do Ensino Fundamental,2.4,2557
2015,Minas Gerais,Sudeste,Rural,Estadual,7º Ano do Ensino Fundamental,2.8,2557
2015,Minas Gerais,Sudeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.1,2557
2015,Minas Gerais,Sudeste,Rural,Privada,7º Ano do Ensino Fundamental,1.6,2557
2015,Espírito Santo,Sudeste,Total,Total,7º Ano do Ensino Fundamental,2.2,2832
2015,Espírito Santo,Sudeste,Total,Pública,7º Ano do Ensino Fundamental,2.5,2832
2015,Espírito Santo,Sudeste,Total,Estadual,7º Ano do Ensino Fundamental,2.5,2832
2015,Espírito Santo,Sudeste,Total,Municipal,7º Ano do Ensino Fundamental,2.4,2832
2015,Espírito Santo,Sudeste,Total,Privada,7º Ano do Ensino Fundamental,0.0,2832
2015,Espírito Santo,Sudeste,Urbana,Total,7º Ano do Ensino Fundamental,2.2,2832
2015,Espírito Santo,Sudeste,Urbana,Pública,7º Ano do Ensino Fundamental,2.5,2832
2015,Espírito Santo,Sudeste,Urbana,Estadual,7º Ano do Ensino Fundamental,2.6,2832
2015,Espírito Santo,Sudeste,Urbana,Municipal,7º Ano do Ensino Fundamental,2.4,2832
2015,Espírito Santo,Sudeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.0,2832
2015,Espírito Santo,Sudeste,Rural,Total,7º Ano do Ensino Fundamental,2.1,2832
2015,Espírito Santo,Sudeste,Rural,Pública,7º Ano do Ensino Fundamental,2.1,2832
2015,Espírito Santo,Sudeste,Rural,Estadual,7º Ano do Ensino Fundamental,1.8,2832
2015,Espírito Santo,Sudeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.2,2832
2015,Espírito Santo,Sudeste,Rural,Privada,7º Ano do Ensino Fundamental,0.7,2832
2015,Rio de Janeiro,Sudeste,Total,Total,7º Ano do Ensino Fundamental,2.1,3147
2015,Rio de Janeiro,Sudeste,Total,Pública,7º Ano do Ensino Fundamental,2.7,3147
2015,Rio de Janeiro,Sudeste,Total,Federal,7º Ano do Ensino Fundamental,0.1,3147
2015,Rio de Janeiro,Sudeste,Total,Estadual,7º Ano do Ensino Fundamental,2.1,3147
2015,Rio de Janeiro,Sudeste,Total,Municipal,7º Ano do Ensino Fundamental,3.0,3147
2015,Rio de Janeiro,Sudeste,Total,Privada,7º Ano do Ensino Fundamental,0.2,3147
2015,Rio de Janeiro,Sudeste,Urbana,Total,7º Ano do Ensino Fundamental,2.1,3147
2015,Rio de Janeiro,Sudeste,Urbana,Pública,7º Ano do Ensino Fundamental,2.7,3147
2015,Rio de Janeiro,Sudeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.1,3147
2015,Rio de Janeiro,Sudeste,Urbana,Estadual,7º Ano do Ensino Fundamental,2.0,3147
2015,Rio de Janeiro,Sudeste,Urbana,Municipal,7º Ano do Ensino Fundamental,3.0,3147
2015,Rio de Janeiro,Sudeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.2,3147
2015,Rio de Janeiro,Sudeste,Rural,Total,7º Ano do Ensino Fundamental,2.2,3147
2015,Rio de Janeiro,Sudeste,Rural,Pública,7º Ano do Ensino Fundamental,2.4,3147
2015,Rio de Janeiro,Sudeste,Rural,Estadual,7º Ano do Ensino Fundamental,2.2,3147
2015,Rio de Janeiro,Sudeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.5,3147
2015,Rio de Janeiro,Sudeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,3147
2015,São Paulo,Sudeste,Total,Total,7º Ano do Ensino Fundamental,1.0,3741
2015,São Paulo,Sudeste,Total,Pública,7º Ano do Ensino Fundamental,1.3,3741
2015,São Paulo,Sudeste,Total,Estadual,7º Ano do Ensino Fundamental,1.2,3741
2015,São Paulo,Sudeste,Total,Municipal,7º Ano do Ensino Fundamental,1.4,3741
2015,São Paulo,Sudeste,Total,Privada,7º Ano do Ensino Fundamental,0.0,3741
2015,São Paulo,Sudeste,Urbana,Total,7º Ano do Ensino Fundamental,1.0,3741
2015,São Paulo,Sudeste,Urbana,Pública,7º Ano do Ensino Fundamental,1.3,3741
2015,São Paulo,Sudeste,Urbana,Estadual,7º Ano do Ensino Fundamental,1.3,3741
2015,São Paulo,Sudeste,Urbana,Municipal,7º Ano do Ensino Fundamental,1.4,3741
2015,São Paulo,Sudeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.0,3741
2015,São Paulo,Sudeste,Rural,Total,7º Ano do Ensino Fundamental,0.6,3741
2015,São Paulo,Sudeste,Rural,Pública,7º Ano do Ensino Fundamental,0.6,3741
2015,São Paulo,Sudeste,Rural,Estadual,7º Ano do Ensino Fundamental,0.6,3741
2015,São Paulo,Sudeste,Rural,Municipal,7º Ano do Ensino Fundamental,0.5,3741
2015,São Paulo,Sudeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,3741
2015,Paraná,Sul,Total,Total,7º Ano do Ensino Fundamental,2.2,3064
2015,Paraná,Sul,Total,Pública,7º Ano do Ensino Fundamental,2.6,3064
2015,Paraná,Sul,Total,Federal,7º Ano do Ensino Fundamental,0.0,3064
2015,Paraná,Sul,Total,Estadual,7º Ano do Ensino Fundamental,2.6,3064
2015,Paraná,Sul,Total,Municipal,7º Ano do Ensino Fundamental,1.5,3064
2015,Paraná,Sul,Total,Privada,7º Ano do Ensino Fundamental,0.0,3064
2015,Paraná,Sul,Urbana,Total,7º Ano do Ensino Fundamental,2.2,3064
2015,Paraná,Sul,Urbana,Pública,7º Ano do Ensino Fundamental,2.6,3064
2015,Paraná,Sul,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,3064
2015,Paraná,Sul,Urbana,Estadual,7º Ano do Ensino Fundamental,2.6,3064
2015,Paraná,Sul,Urbana,Municipal,7º Ano do Ensino Fundamental,1.5,3064
2015,Paraná,Sul,Urbana,Privada,7º Ano do Ensino Fundamental,0.1,3064
2015,Paraná,Sul,Rural,Total,7º Ano do Ensino Fundamental,2.5,3064
2015,Paraná,Sul,Rural,Pública,7º Ano do Ensino Fundamental,2.5,3064
2015,Paraná,Sul,Rural,Estadual,7º Ano do Ensino Fundamental,2.6,3064
2015,Paraná,Sul,Rural,Municipal,7º Ano do Ensino Fundamental,2.4,3064
2015,Paraná,Sul,Rural,Privada,7º Ano do Ensino Fundamental,0.0,3064
2015,Santa Catarina,Sul,Total,Total,7º Ano do Ensino Fundamental,1.0,3143
2015,Santa Catarina,Sul,Total,Pública,7º Ano do Ensino Fundamental,1.1,3143
2015,Santa Catarina,Sul,Total,Federal,7º Ano do Ensino Fundamental,0.0,3143
2015,Santa Catarina,Sul,Total,Estadual,7º Ano do Ensino Fundamental,1.3,3143
2015,Santa Catarina,Sul,Total,Municipal,7º Ano do Ensino Fundamental,0.9,3143
2015,Santa Catarina,Sul,Total,Privada,7º Ano do Ensino Fundamental,0.2,3143
2015,Santa Catarina,Sul,Urbana,Total,7º Ano do Ensino Fundamental,1.0,3143
2015,Santa Catarina,Sul,Urbana,Pública,7º Ano do Ensino Fundamental,1.1,3143
2015,Santa Catarina,Sul,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,3143
2015,Santa Catarina,Sul,Urbana,Estadual,7º Ano do Ensino Fundamental,1.3,3143
2015,Santa Catarina,Sul,Urbana,Municipal,7º Ano do Ensino Fundamental,0.9,3143
2015,Santa Catarina,Sul,Urbana,Privada,7º Ano do Ensino Fundamental,0.2,3143
2015,Santa Catarina,Sul,Rural,Total,7º Ano do Ensino Fundamental,0.9,3143
2015,Santa Catarina,Sul,Rural,Pública,7º Ano do Ensino Fundamental,0.9,3143
2015,Santa Catarina,Sul,Rural,Estadual,7º Ano do Ensino Fundamental,0.9,3143
2015,Santa Catarina,Sul,Rural,Municipal,7º Ano do Ensino Fundamental,0.9,3143
2015,Rio Grande do Sul,Sul,Total,Total,7º Ano do Ensino Fundamental,1.9,3195
2015,Rio Grande do Sul,Sul,Total,Pública,7º Ano do Ensino Fundamental,2.1,3195
2015,Rio Grande do Sul,Sul,Total,Federal,7º Ano do Ensino Fundamental,0.0,3195
2015,Rio Grande do Sul,Sul,Total,Estadual,7º Ano do Ensino Fundamental,2.0,3195
2015,Rio Grande do Sul,Sul,Total,Municipal,7º Ano do Ensino Fundamental,2.2,3195
2015,Rio Grande do Sul,Sul,Total,Privada,7º Ano do Ensino Fundamental,0.1,3195
2015,Rio Grande do Sul,Sul,Urbana,Total,7º Ano do Ensino Fundamental,1.8,3195
2015,Rio Grande do Sul,Sul,Urbana,Pública,7º Ano do Ensino Fundamental,2.1,3195
2015,Rio Grande do Sul,Sul,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,3195
2015,Rio Grande do Sul,Sul,Urbana,Estadual,7º Ano do Ensino Fundamental,1.9,3195
2015,Rio Grande do Sul,Sul,Urbana,Municipal,7º Ano do Ensino Fundamental,2.2,3195
2015,Rio Grande do Sul,Sul,Urbana,Privada,7º Ano do Ensino Fundamental,0.0,3195
2015,Rio Grande do Sul,Sul,Rural,Total,7º Ano do Ensino Fundamental,2.5,3195
2015,Rio Grande do Sul,Sul,Rural,Pública,7º Ano do Ensino Fundamental,2.5,3195
2015,Rio Grande do Sul,Sul,Rural,Estadual,7º Ano do Ensino Fundamental,2.8,3195
2015,Rio Grande do Sul,Sul,Rural,Municipal,7º Ano do Ensino Fundamental,2.3,3195
2015,Rio Grande do Sul,Sul,Rural,Privada,7º Ano do Ensino Fundamental,0.0,3195
2015,Mato Grosso do Sul,Centro-Oeste,Total,Total,7º Ano do Ensino Fundamental,3.3,2712
2015,Mato Grosso do Sul,Centro-Oeste,Total,Pública,7º Ano do Ensino Fundamental,3.5,2712
2015,Mato Grosso do Sul,Centro-Oeste,Total,Federal,7º Ano do Ensino Fundamental,0.0,2712
2015,Mato Grosso do Sul,Centro-Oeste,Total,Estadual,7º Ano do Ensino Fundamental,4.9,2712
2015,Mato Grosso do Sul,Centro-Oeste,Total,Municipal,7º Ano do Ensino Fundamental,2.3,2712
2015,Mato Grosso do Sul,Centro-Oeste,Total,Privada,7º Ano do Ensino Fundamental,0.2,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Total,7º Ano do Ensino Fundamental,3.2,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Pública,7º Ano do Ensino Fundamental,3.5,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Estadual,7º Ano do Ensino Fundamental,4.8,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Municipal,7º Ano do Ensino Fundamental,2.0,2712
2015,Mato Grosso do Sul,Centro-Oeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.2,2712
2015,Mato Grosso do Sul,Centro-Oeste,Rural,Total,7º Ano do Ensino Fundamental,4.0,2712
2015,Mato Grosso do Sul,Centro-Oeste,Rural,Pública,7º Ano do Ensino Fundamental,4.1,2712
2015,Mato Grosso do Sul,Centro-Oeste,Rural,Estadual,7º Ano do Ensino Fundamental,5.1,2712
2015,Mato Grosso do Sul,Centro-Oeste,Rural,Municipal,7º Ano do Ensino Fundamental,3.7,2712
2015,Mato Grosso do Sul,Centro-Oeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2712
2015,Mato Grosso,Centro-Oeste,Total,Total,7º Ano do Ensino Fundamental,0.8,2765
2015,Mato Grosso,Centro-Oeste,Total,Pública,7º Ano do Ensino Fundamental,0.8,2765
2015,Mato Grosso,Centro-Oeste,Total,Estadual,7º Ano do Ensino Fundamental,0.5,2765
2015,Mato Grosso,Centro-Oeste,Total,Municipal,7º Ano do Ensino Fundamental,1.5,2765
2015,Mato Grosso,Centro-Oeste,Total,Privada,7º Ano do Ensino Fundamental,0.0,2765
2015,Mato Grosso,Centro-Oeste,Urbana,Total,7º Ano do Ensino Fundamental,0.5,2765
2015,Mato Grosso,Centro-Oeste,Urbana,Pública,7º Ano do Ensino Fundamental,0.6,2765
2015,Mato Grosso,Centro-Oeste,Urbana,Estadual,7º Ano do Ensino Fundamental,0.4,2765
2015,Mato Grosso,Centro-Oeste,Urbana,Municipal,7º Ano do Ensino Fundamental,1.0,2765
2015,Mato Grosso,Centro-Oeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.0,2765
2015,Mato Grosso,Centro-Oeste,Rural,Total,7º Ano do Ensino Fundamental,2.1,2765
2015,Mato Grosso,Centro-Oeste,Rural,Pública,7º Ano do Ensino Fundamental,2.1,2765
2015,Mato Grosso,Centro-Oeste,Rural,Estadual,7º Ano do Ensino Fundamental,1.5,2765
2015,Mato Grosso,Centro-Oeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.6,2765
2015,Mato Grosso,Centro-Oeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2765
2015,Goiás,Centro-Oeste,Total,Total,7º Ano do Ensino Fundamental,1.9,2726
2015,Goiás,Centro-Oeste,Total,Pública,7º Ano do Ensino Fundamental,2.3,2726
2015,Goiás,Centro-Oeste,Total,Federal,7º Ano do Ensino Fundamental,0.0,2726
2015,Goiás,Centro-Oeste,Total,Estadual,7º Ano do Ensino Fundamental,2.2,2726
2015,Goiás,Centro-Oeste,Total,Municipal,7º Ano do Ensino Fundamental,2.4,2726
2015,Goiás,Centro-Oeste,Total,Privada,7º Ano do Ensino Fundamental,0.3,2726
2015,Goiás,Centro-Oeste,Urbana,Total,7º Ano do Ensino Fundamental,1.9,2726
2015,Goiás,Centro-Oeste,Urbana,Pública,7º Ano do Ensino Fundamental,2.2,2726
2015,Goiás,Centro-Oeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,2726
2015,Goiás,Centro-Oeste,Urbana,Estadual,7º Ano do Ensino Fundamental,2.2,2726
2015,Goiás,Centro-Oeste,Urbana,Municipal,7º Ano do Ensino Fundamental,2.5,2726
2015,Goiás,Centro-Oeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.3,2726
2015,Goiás,Centro-Oeste,Rural,Total,7º Ano do Ensino Fundamental,2.6,2726
2015,Goiás,Centro-Oeste,Rural,Pública,7º Ano do Ensino Fundamental,2.6,2726
2015,Goiás,Centro-Oeste,Rural,Estadual,7º Ano do Ensino Fundamental,2.5,2726
2015,Goiás,Centro-Oeste,Rural,Municipal,7º Ano do Ensino Fundamental,2.7,2726
2015,Goiás,Centro-Oeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,2726
2015,Distrito Federal,Centro-Oeste,Total,Total,7º Ano do Ensino Fundamental,2.8,5347
2015,Distrito Federal,Centro-Oeste,Total,Pública,7º Ano do Ensino Fundamental,3.7,5347
2015,Distrito Federal,Centro-Oeste,Total,Federal,7º Ano do Ensino Fundamental,0.0,5347
2015,Distrito Federal,Centro-Oeste,Total,Estadual,7º Ano do Ensino Fundamental,3.7,5347
2015,Distrito Federal,Centro-Oeste,Total,Privada,7º Ano do Ensino Fundamental,0.1,5347
2015,Distrito Federal,Centro-Oeste,Urbana,Total,7º Ano do Ensino Fundamental,2.8,5347
2015,Distrito Federal,Centro-Oeste,Urbana,Pública,7º Ano do Ensino Fundamental,3.8,5347
2015,Distrito Federal,Centro-Oeste,Urbana,Federal,7º Ano do Ensino Fundamental,0.0,5347
2015,Distrito Federal,Centro-Oeste,Urbana,Estadual,7º Ano do Ensino Fundamental,3.7,5347
2015,Distrito Federal,Centro-Oeste,Urbana,Privada,7º Ano do Ensino Fundamental,0.0,5347
2015,Distrito Federal,Centro-Oeste,Rural,Total,7º Ano do Ensino Fundamental,1.6,5347
2015,Distrito Federal,Centro-Oeste,Rural,Pública,7º Ano do Ensino Fundamental,1.9,5347
2015,Distrito Federal,Centro-Oeste,Rural,Estadual,7º Ano do Ensino Fundamental,1.9,5347
2015,Distrito Federal,Centro-Oeste,Rural,Privada,7º Ano do Ensino Fundamental,0.0,5347
2016,Brasil,Brasil,Total,Total,7º Ano do Ensino Fundamental,3.0,2886
2016,Brasil,Brasil,Rural,Total,7º Ano do Ensino Fundamental,5.2,2886
2016,Brasil,Brasil,Urbana,Total,7º Ano do Ensino Fundamental,2.6,2886
2016,Brasil,Brasil,Total,Estadual,7º Ano do Ensino Fundamental,2.7,2886
2016,Brasil,Brasil,Total,Federal,7º Ano do Ensino Fundamental,0.1,2886
2016,Brasil,Brasil,Total,Municipal,7º Ano do Ensino Fundamental,4.1,2886
2016,Brasil,Brasil,Total,Privada,7º Ano do Ensino Fundamental,0.1,2886
2016,Brasil,Brasil,Rural,Estadual,7º Ano do Ensino Fundamental,4.4,2886
2016,Brasil,Brasil,Urbana,Estadual,7º Ano do Ensino Fundamental,2.6,2886
2016,Brasil,Brasil,Rural,Federal,7º Ano do Ensino Fundamental,0.0,2886
2016,Brasil,Brasil,Urbana,Federal,7º Ano do Ensino Fundamental,0.1,2886
2016,Brasil,Brasil,Rural,Municipal,7º Ano do Ensino Fundamental,5.4,2886
2016,Brasil,Brasil,Urbana,Municipal,7º Ano do Ensino Fundamental,3.7,2886
2016,Brasil,Brasil,Rural,Privada,7º Ano do Ensino Fundamental,1.2,2886
2016,Brasil,Brasil,Urbana,Privada,7º Ano do Ensino Fundamental,0.1,2886
