ano,unidade_geografica,regiao,localizacao,dependencia_administrativa,grupo_de_abandono,taxa_abandono,renda_media
2015,Centro-Oeste,Brasil,Rural,Total,3º Ano do Ensino Fundamental,0.8,3227
2015,Centro-Oeste,Brasil,Rural,Pública,3º Ano do Ensino Fundamental,0.9,3227
2015,Centro-Oeste,Brasil,Rural,Estadual,3º Ano do Ensino Fundamental,0.2,3227
2015,Centro-Oeste,Brasil,Rural,Municipal,3º Ano do Ensino Fundamental,1.0,3227
2015,Centro-Oeste,Brasil,Rural,Privada,3º Ano do Ensino Fundamental,1.2,3227
2015,Rondônia,Norte,Total,Total,3º Ano do Ensino Fundamental,1.1,2436
2015,Rondônia,Norte,Total,Pública,3º Ano do Ensino Fundamental,1.1,2436
2015,Rondônia,Norte,Total,Estadual,3º Ano do Ensino Fundamental,1.2,2436
2015,Rondônia,Norte,Total,Municipal,3º Ano do Ensino Fundamental,1.1,2436
2015,Rondônia,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.0,2436
2015,Rondônia,Norte,Urbana,Total,3º Ano do Ensino Fundamental,0.8,2436
2015,Rondônia,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,0.8,2436
2015,Rondônia,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,0.6,2436
2015,Rondônia,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,1.0,2436
2015,Rondônia,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.0,2436
2015,Rondônia,Norte,Rural,Total,3º Ano do Ensino Fundamental,2.1,2436
2015,Rondônia,Norte,Rural,Pública,3º Ano do Ensino Fundamental,2.2,2436
2015,Rondônia,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,5.6,2436
2015,Rondônia,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,1.6,2436
2015,Rondônia,Norte,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2436
2015,Acre,Norte,Total,Total,3º Ano do Ensino Fundamental,1.8,2540
2015,Acre,Norte,Total,Pública,3º Ano do Ensino Fundamental,2.0,2540
2015,Acre,Norte,Total,Federal,3º Ano do Ensino Fundamental,0.0,2540
2015,Acre,Norte,Total,Estadual,3º Ano do Ensino Fundamental,1.7,2540
2015,Acre,Norte,Total,Municipal,3º Ano do Ensino Fundamental,2.1,2540
2015,Acre,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.0,2540
2015,Acre,Norte,Urbana,Total,3º Ano do Ensino Fundamental,0.6,2540
2015,Acre,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,0.7,2540
2015,Acre,Norte,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,2540
2015,Acre,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,0.6,2540
2015,Acre,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,0.8,2540
2015,Acre,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.0,2540
2015,Acre,Norte,Rural,Total,3º Ano do Ensino Fundamental,3.9,2540
2015,Acre,Norte,Rural,Pública,3º Ano do Ensino Fundamental,3.9,2540
2015,Acre,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,4.4,2540
2015,Acre,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,3.6,2540
2015,Amazonas,Norte,Total,Total,3º Ano do Ensino Fundamental,2.3,2452
2015,Amazonas,Norte,Total,Pública,3º Ano do Ensino Fundamental,2.6,2452
2015,Amazonas,Norte,Total,Estadual,3º Ano do Ensino Fundamental,1.3,2452
2015,Amazonas,Norte,Total,Municipal,3º Ano do Ensino Fundamental,2.8,2452
2015,Amazonas,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.2,2452
2015,Amazonas,Norte,Urbana,Total,3º Ano do Ensino Fundamental,1.5,2452
2015,Amazonas,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,1.7,2452
2015,Amazonas,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,1.3,2452
2015,Amazonas,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,1.8,2452
2015,Amazonas,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.3,2452
2015,Amazonas,Norte,Rural,Total,3º Ano do Ensino Fundamental,4.5,2452
2015,Amazonas,Norte,Rural,Pública,3º Ano do Ensino Fundamental,4.5,2452
2015,Amazonas,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,2.1,2452
2015,Amazonas,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,4.7,2452
2015,Amazonas,Norte,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2452
2015,Roraima,Norte,Total,Total,3º Ano do Ensino Fundamental,0.8,2893
2015,Roraima,Norte,Total,Pública,3º Ano do Ensino Fundamental,0.9,2893
2015,Roraima,Norte,Total,Federal,3º Ano do Ensino Fundamental,0.0,2893
2015,Roraima,Norte,Total,Estadual,3º Ano do Ensino Fundamental,2.1,2893
2015,Roraima,Norte,Total,Municipal,3º Ano do Ensino Fundamental,0.7,2893
2015,Roraima,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.0,2893
2015,Roraima,Norte,Urbana,Total,3º Ano do Ensino Fundamental,0.5,2893
2015,Roraima,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,0.5,2893
2015,Roraima,Norte,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,2893
2015,Roraima,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,0.5,2893
2015,Roraima,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.0,2893
2015,Roraima,Norte,Rural,Total,3º Ano do Ensino Fundamental,2.1,2893
2015,Roraima,Norte,Rural,Pública,3º Ano do Ensino Fundamental,2.1,2893
2015,Roraima,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,2.1,2893
2015,Roraima,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,2.1,2893
2015,Pará,Norte,Total,Total,3º Ano do Ensino Fundamental,2.4,1922
2015,Pará,Norte,Total,Pública,3º Ano do Ensino Fundamental,2.7,1922
2015,Pará,Norte,Total,Federal,3º Ano do Ensino Fundamental,0.8,1922
2015,Pará,Norte,Total,Estadual,3º Ano do Ensino Fundamental,4.3,1922
2015,Pará,Norte,Total,Municipal,3º Ano do Ensino Fundamental,2.5,1922
2015,Pará,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.3,1922
2015,Pará,Norte,Urbana,Total,3º Ano do Ensino Fundamental,2.1,1922
2015,Pará,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,2.3,1922
2015,Pará,Norte,Urbana,Federal,3º Ano do Ensino Fundamental,0.8,1922
2015,Pará,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,4.4,1922
2015,Pará,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,2.0,1922
2015,Pará,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.3,1922
2015,Pará,Norte,Rural,Total,3º Ano do Ensino Fundamental,3.2,1922
2015,Pará,Norte,Rural,Pública,3º Ano do Ensino Fundamental,3.2,1922
2015,Pará,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,4.2,1922
2015,Pará,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,3.2,1922
2015,Pará,Norte,Rural,Privada,3º Ano do Ensino Fundamental,1.5,1922
2015,Amapá,Norte,Total,Total,3º Ano do Ensino Fundamental,1.4,2770
2015,Amapá,Norte,Total,Pública,3º Ano do Ensino Fundamental,1.6,2770
2015,Amapá,Norte,Total,Estadual,3º Ano do Ensino Fundamental,1.6,2770
2015,Amapá,Norte,Total,Municipal,3º Ano do Ensino Fundamental,1.6,2770
2015,Amapá,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.1,2770
2015,Amapá,Norte,Urbana,Total,3º Ano do Ensino Fundamental,1.4,2770
2015,Amapá,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,1.5,2770
2015,Amapá,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,1.2,2770
2015,Amapá,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,1.7,2770
2015,Amapá,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.1,2770
2015,Amapá,Norte,Rural,Total,3º Ano do Ensino Fundamental,1.7,2770
2015,Amapá,Norte,Rural,Pública,3º Ano do Ensino Fundamental,1.7,2770
2015,Amapá,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,2.2,2770
2015,Amapá,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,1.0,2770
2015,Tocantins,Norte,Total,Total,3º Ano do Ensino Fundamental,0.5,2433
2015,Tocantins,Norte,Total,Pública,3º Ano do Ensino Fundamental,0.5,2433
2015,Tocantins,Norte,Total,Estadual,3º Ano do Ensino Fundamental,0.9,2433
2015,Tocantins,Norte,Total,Municipal,3º Ano do Ensino Fundamental,0.3,2433
2015,Tocantins,Norte,Total,Privada,3º Ano do Ensino Fundamental,0.2,2433
2015,Tocantins,Norte,Urbana,Total,3º Ano do Ensino Fundamental,0.3,2433
2015,Tocantins,Norte,Urbana,Pública,3º Ano do Ensino Fundamental,0.3,2433
2015,Tocantins,Norte,Urbana,Estadual,3º Ano do Ensino Fundamental,0.1,2433
2015,Tocantins,Norte,Urbana,Municipal,3º Ano do Ensino Fundamental,0.3,2433
2015,Tocantins,Norte,Urbana,Privada,3º Ano do Ensino Fundamental,0.3,2433
2015,Tocantins,Norte,Rural,Total,3º Ano do Ensino Fundamental,1.3,2433
2015,Tocantins,Norte,Rural,Pública,3º Ano do Ensino Fundamental,1.3,2433
2015,Tocantins,Norte,Rural,Estadual,3º Ano do Ensino Fundamental,5.6,2433
2015,Tocantins,Norte,Rural,Municipal,3º Ano do Ensino Fundamental,0.4,2433
2015,Tocantins,Norte,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2433
2015,Maranhão,Nordeste,Total,Total,3º Ano do Ensino Fundamental,1.5,1536
2015,Maranhão,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,1.7,1536
2015,Maranhão,Nordeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,1536
2015,Maranhão,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,4.9,1536
2015,Maranhão,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,1.6,1536
2015,Maranhão,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.6,1536
2015,Maranhão,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,1.4,1536
2015,Maranhão,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,1.6,1536
2015,Maranhão,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,1.5,1536
2015,Maranhão,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,1.6,1536
2015,Maranhão,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.5,1536
2015,Maranhão,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,1.6,1536
2015,Maranhão,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,1.6,1536
2015,Maranhão,Nordeste,Rural,Federal,3º Ano do Ensino Fundamental,0.0,1536
2015,Maranhão,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,7.1,1536
2015,Maranhão,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,1.5,1536
2015,Maranhão,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,1536
2015,Piauí,Nordeste,Total,Total,3º Ano do Ensino Fundamental,1.4,1838
2015,Piauí,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,1.6,1838
2015,Piauí,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,2.4,1838
2015,Piauí,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,1.6,1838
2015,Piauí,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.2,1838
2015,Piauí,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,1.5,1838
2015,Piauí,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,1.7,1838
2015,Piauí,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,2.4,1838
2015,Piauí,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,1.7,1838
2015,Piauí,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.2,1838
2015,Piauí,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,1.4,1838
2015,Piauí,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,1.3,1838
2015,Piauí,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,1.3,1838
2015,Piauí,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,1838
2015,Ceará,Nordeste,Total,Total,3º Ano do Ensino Fundamental,0.6,1963
2015,Ceará,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,0.6,1963
2015,Ceará,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,2.5,1963
2015,Ceará,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,0.7,1963
2015,Ceará,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.3,1963
2015,Ceará,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,0.7,1963
2015,Ceará,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,0.8,1963
2015,Ceará,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,3.4,1963
2015,Ceará,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,0.8,1963
2015,Ceará,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.3,1963
2015,Ceará,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,0.4,1963
2015,Ceará,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,0.4,1963
2015,Ceará,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,1.6,1963
2015,Ceará,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,0.4,1963
2015,Ceará,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,1963
2015,Rio Grande do Norte,Nordeste,Total,Total,3º Ano do Ensino Fundamental,1.3,2199
2015,Rio Grande do Norte,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,1.5,2199
2015,Rio Grande do Norte,Nordeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,2199
2015,Rio Grande do Norte,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,1.2,2199
2015,Rio Grande do Norte,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,1.6,2199
2015,Rio Grande do Norte,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.4,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,1.0,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,1.3,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,1.2,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,1.4,2199
2015,Rio Grande do Norte,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.4,2199
2015,Rio Grande do Norte,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,1.9,2199
2015,Rio Grande do Norte,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,2.0,2199
2015,Rio Grande do Norte,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,1.9,2199
2015,Rio Grande do Norte,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,2.0,2199
2015,Rio Grande do Norte,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2199
2015,Paraíba,Nordeste,Total,Total,3º Ano do Ensino Fundamental,2.1,2076
2015,Paraíba,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,2.5,2076
2015,Paraíba,Nordeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,2076
2015,Paraíba,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,3.5,2076
2015,Paraíba,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,2.3,2076
2015,Paraíba,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.3,2076
2015,Paraíba,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,2.1,2076
2015,Paraíba,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,2.7,2076
2015,Paraíba,Nordeste,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,2076
2015,Paraíba,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,3.5,2076
2015,Paraíba,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,2.5,2076
2015,Paraíba,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.3,2076
2015,Paraíba,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,2.1,2076
2015,Paraíba,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,2.1,2076
2015,Paraíba,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,3.5,2076
2015,Paraíba,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,2.1,2076
2015,Paraíba,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2076
2015,Pernambuco,Nordeste,Total,Total,3º Ano do Ensino Fundamental,1.3,2344
2015,Pernambuco,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,1.6,2344
2015,Pernambuco,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,1.7,2344
2015,Pernambuco,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,1.6,2344
2015,Pernambuco,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.3,2344
2015,Pernambuco,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,1.3,2344
2015,Pernambuco,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,1.7,2344
2015,Pernambuco,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,0.5,2344
2015,Pernambuco,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,1.7,2344
2015,Pernambuco,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.4,2344
2015,Pernambuco,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,1.4,2344
2015,Pernambuco,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,1.4,2344
2015,Pernambuco,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,2.0,2344
2015,Pernambuco,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,1.4,2344
2015,Pernambuco,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.4,2344
2015,Alagoas,Nordeste,Total,Total,3º Ano do Ensino Fundamental,2.5,1883
2015,Alagoas,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,2.9,1883
2015,Alagoas,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,4.7,1883
2015,Alagoas,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,2.8,1883
2015,Alagoas,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.5,1883
2015,Alagoas,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,2.6,1883
2015,Alagoas,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,3.2,1883
2015,Alagoas,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,5.0,1883
2015,Alagoas,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,3.0,1883
2015,Alagoas,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.5,1883
2015,Alagoas,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,2.4,1883
2015,Alagoas,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,2.4,1883
2015,Alagoas,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,1.6,1883
2015,Alagoas,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,2.4,1883
2015,Alagoas,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,1.3,1883
2015,Sergipe,Nordeste,Total,Total,3º Ano do Ensino Fundamental,2.1,2152
2015,Sergipe,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,2.6,2152
2015,Sergipe,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,2.8,2152
2015,Sergipe,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,2.6,2152
2015,Sergipe,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.3,2152
2015,Sergipe,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,2.2,2152
2015,Sergipe,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,2.9,2152
2015,Sergipe,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,2.9,2152
2015,Sergipe,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,2.9,2152
2015,Sergipe,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.4,2152
2015,Sergipe,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,2.0,2152
2015,Sergipe,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,2.0,2152
2015,Sergipe,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,1.7,2152
2015,Sergipe,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,2.0,2152
2015,Sergipe,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2152
2015,Bahia,Nordeste,Total,Total,3º Ano do Ensino Fundamental,2.6,1932
2015,Bahia,Nordeste,Total,Pública,3º Ano do Ensino Fundamental,2.9,1932
2015,Bahia,Nordeste,Total,Estadual,3º Ano do Ensino Fundamental,3.7,1932
2015,Bahia,Nordeste,Total,Municipal,3º Ano do Ensino Fundamental,2.9,1932
2015,Bahia,Nordeste,Total,Privada,3º Ano do Ensino Fundamental,0.3,1932
2015,Bahia,Nordeste,Urbana,Total,3º Ano do Ensino Fundamental,2.4,1932
2015,Bahia,Nordeste,Urbana,Pública,3º Ano do Ensino Fundamental,3.0,1932
2015,Bahia,Nordeste,Urbana,Estadual,3º Ano do Ensino Fundamental,1.8,1932
2015,Bahia,Nordeste,Urbana,Municipal,3º Ano do Ensino Fundamental,2.9,1932
2015,Bahia,Nordeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.2,1932
2015,Bahia,Nordeste,Rural,Total,3º Ano do Ensino Fundamental,2.9,1932
2015,Bahia,Nordeste,Rural,Pública,3º Ano do Ensino Fundamental,2.9,1932
2015,Bahia,Nordeste,Rural,Estadual,3º Ano do Ensino Fundamental,9.1,1932
2015,Bahia,Nordeste,Rural,Municipal,3º Ano do Ensino Fundamental,2.8,1932
2015,Bahia,Nordeste,Rural,Privada,3º Ano do Ensino Fundamental,0.3,1932
2015,Minas Gerais,Sudeste,Total,Total,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Total,Pública,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,2557
2015,Minas Gerais,Sudeste,Total,Estadual,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Total,Municipal,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Total,Privada,3º Ano do Ensino Fundamental,0.0,2557
2015,Minas Gerais,Sudeste,Urbana,Total,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Urbana,Pública,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,2557
2015,Minas Gerais,Sudeste,Urbana,Estadual,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Urbana,Municipal,3º Ano do Ensino Fundamental,0.2,2557
2015,Minas Gerais,Sudeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.0,2557
2015,Minas Gerais,Sudeste,Rural,Total,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Rural,Pública,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Rural,Estadual,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Rural,Municipal,3º Ano do Ensino Fundamental,0.3,2557
2015,Minas Gerais,Sudeste,Rural,Privada,3º Ano do Ensino Fundamental,0.0,2557
2015,Espírito Santo,Sudeste,Total,Total,3º Ano do Ensino Fundamental,0.4,2832
2015,Espírito Santo,Sudeste,Total,Pública,3º Ano do Ensino Fundamental,0.5,2832
2015,Espírito Santo,Sudeste,Total,Estadual,3º Ano do Ensino Fundamental,0.4,2832
2015,Espírito Santo,Sudeste,Total,Municipal,3º Ano do Ensino Fundamental,0.5,2832
2015,Espírito Santo,Sudeste,Total,Privada,3º Ano do Ensino Fundamental,0.0,2832
2015,Espírito Santo,Sudeste,Urbana,Total,3º Ano do Ensino Fundamental,0.5,2832
2015,Espírito Santo,Sudeste,Urbana,Pública,3º Ano do Ensino Fundamental,0.6,2832
2015,Espírito Santo,Sudeste,Urbana,Estadual,3º Ano do Ensino Fundamental,0.3,2832
2015,Espírito Santo,Sudeste,Urbana,Municipal,3º Ano do Ensino Fundamental,0.6,2832
2015,Espírito Santo,Sudeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.0,2832
2015,Espírito Santo,Sudeste,Rural,Total,3º Ano do Ensino Fundamental,0.4,2832
2015,Espírito Santo,Sudeste,Rural,Pública,3º Ano do Ensino Fundamental,0.4,2832
2015,Espírito Santo,Sudeste,Rural,Estadual,3º Ano do Ensino Fundamental,0.6,2832
2015,Espírito Santo,Sudeste,Rural,Municipal,3º Ano do Ensino Fundamental,0.3,2832
2015,Rio de Janeiro,Sudeste,Total,Total,3º Ano do Ensino Fundamental,0.9,3147
2015,Rio de Janeiro,Sudeste,Total,Pública,3º Ano do Ensino Fundamental,1.1,3147
2015,Rio de Janeiro,Sudeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,3147
2015,Rio de Janeiro,Sudeste,Total,Estadual,3º Ano do Ensino Fundamental,0.6,3147
2015,Rio de Janeiro,Sudeste,Total,Municipal,3º Ano do Ensino Fundamental,1.1,3147
2015,Rio de Janeiro,Sudeste,Total,Privada,3º Ano do Ensino Fundamental,0.2,3147
2015,Rio de Janeiro,Sudeste,Urbana,Total,3º Ano do Ensino Fundamental,0.9,3147
2015,Rio de Janeiro,Sudeste,Urbana,Pública,3º Ano do Ensino Fundamental,1.1,3147
2015,Rio de Janeiro,Sudeste,Urbana,Federal,3º Ano do Ensino Fundamental,0.0,3147
2015,Rio de Janeiro,Sudeste,Urbana,Estadual,3º Ano do Ensino Fundamental,0.7,3147
2015,Rio de Janeiro,Sudeste,Urbana,Municipal,3º Ano do Ensino Fundamental,1.1,3147
2015,Rio de Janeiro,Sudeste,Urbana,Privada,3º Ano do Ensino Fundamental,0.2,3147
2015,Rio de Janeiro,Sudeste,Rural,Total,3º Ano do Ensino Fundamental,0.7,3147
2015,Rio de Janeiro,Sudeste,Rural,Pública,3º Ano do Ensino Fundamental,0.7,3147
2015,Rio de Janeiro,Sudeste,Rural,Estadual,3º Ano do Ensino Fundamental,0.0,3147
2015,Rio de Janeiro,Sudeste,Rural,Municipal,3º Ano do Ensino Fundamental,0.7,3147
2015,Rio de Janeiro,Sudeste,Rural,Privada,3º Ano do Ensino Fundamental,0.3,3147
2015,São Paulo,Sudeste,Total,Total,3º Ano do Ensino Fundamental,0.2,3741
2015,São Paulo,Sudeste,Total,Pública,3º Ano do Ensino Fundamental,0.2,3741
2015,São Paulo,Sudeste,Total,Federal,3º Ano do Ensino Fundamental,0.0,3741
2015,São Paulo,Sudeste,Total,Estadual,3º Ano do Ensino Fundamental,0.2,3741
